,SEC_CODE,ABBREVIATED_NAME,GICS_SECTOR_CODE,SECTOR_CODE,SECTOR
0,13S,13 SEEDS            ,99999999,99,N/A
1,14D,1414 DEGREES LIMITED,20100000,20,Industrials
2,1AD,ADALTA LIMITED      ,35200000,35,Health Care
3,1AE,AURORAENERGYMETALS  ,15104000,15,Materials
4,1AG,ALTERRA LIMITED     ,30200000,30,Consumer Staples
5,1AL,ONEALL IN LIMITED   ,25200000,25,Consumer Discretionary
6,1CG,ONE CLICK GROUP LTD ,20100000,20,Industrials
7,1MC,MORELLA CORPORATION ,15104000,15,Materials
8,1PG,1-PAGE LTD          ,45100000,45,Information Technology
9,1SK,SING KEE KAYA LTD   ,00000000,00,
10,1ST,1ST GROUP LTD       ,35100000,35,Health Care
11,1VG,VICTORY GOLDFIELDS  ,15104000,15,Materials
12,218,ROFINA GROUP LIMITED,00000000,00,
13,29M,29METALSLIMITED     ,15104000,15,Materials
14,2BE,TUBI LIMITED        ,10100000,10,Energy
15,360,LIFE360 INC.        ,45100000,45,Information Technology
16,3DA,AMAERO INTERNATIONAL,20100000,20,Industrials
17,3DM,3D MEDICAL LTD      ,35100000,35,Health Care
18,3DP,POINTERRA LIMITED   ,45100000,45,Information Technology
19,3GC,3G COAL LIMITED     ,15104000,15,Materials
20,3MF,3D METALFORGE       ,20200000,20,Industrials
21,3PL,3P LEARNING LTD     ,25300000,25,Consumer Discretionary
22,3PT,THIRD PARTY TECH    ,99999999,99,N/A
23,4CE,FORCE COM LTD       ,15104000,15,Materials
24,4DI,4D INFRA            ,00000000,00,
25,4DS,4DS MEMORY LIMITED  ,45300000,45,Information Technology
26,4DX,4DMEDICAL LIMITED   ,35100000,35,Health Care
27,4WD,AUTO SOLUTIONS LTD  ,25100000,25,Consumer Discretionary
28,5EA,5EADVANCED          ,15104000,15,Materials
29,5GG,PENTANET            ,50100000,50,Communication Services
30,5GN,5G NETWORKS LIMITED ,50100000,50,Communication Services
31,789,789 HOLDINGS LTD    ,00000000,00,
32,819,SANHE BLDG TECH     ,00000000,00,
33,833,WEST COAST          ,00000000,00,
34,868,AUST SANTIA JINNAI  ,00000000,00,
35,88A,AHP Group Limited   ,00000000,00,
36,88E,88 ENERGY LTD       ,10100000,10,Energy
37,899,G-LINK              ,00000000,00,
38,8AU,8AULTD              ,15104000,15,Materials
39,8CO,8COMMON LIMITED     ,45100000,45,Information Technology
40,8EC,8IP EMERG CO LTD    ,00000000,00,
41,8EP,E-PLUS LTD          ,00000000,00,
42,8HF,HONGFA GRP AUS LTD  ,00000000,00,
43,8IH,8I HOLDINGS LTD     ,40200000,40,Financials
44,8SA,AUST SAMLY HOLDINGS ,00000000,00,
45,8TM,TORQUE METALS LTD   ,00000000,00,
46,8VI,8VI HOLDINGS LIMITED,25300000,25,Consumer Discretionary
47,8ZH,ZHONGHUANYUN        ,00000000,00,
48,92E,92ENERGY            ,10100000,10,Energy
49,99L,99 LOYALTY LTD.     ,45100000,45,Information Technology
50,9SP,9 SPOKES INT LIMITED,45100000,45,Information Technology
51,A01,ANGY (CHINA) MEDICAL,00000000,00,
52,A11,ATLANTIC LITHIUM    ,15104000,15,Materials
53,A1C,AIC RESOURCES       ,15104000,15,Materials
54,A1E,ANTIPODES EMERG MKT ,00000000,00,
55,A1G,AFRICAN GOLD LTD.   ,15104000,15,Materials
56,A1M,AIC MINES LTD       ,15104000,15,Materials
57,A20,BETAAUSTRALIA200ETF ,00000000,00,
58,A28,A2M DUMMY TORESS    ,99999999,99,N/A
59,A2A,A2A GN LTD          ,00000000,00,
60,A2B,A2B AUSTRALIA LTD   ,20300000,20,Industrials
61,A2H,ANTI-AGING HOUSE    ,00000000,00,
62,A2M,THE A2 MILK COMPANY ,30200000,30,Consumer Staples
63,A3D,AURORA LABS LIMITED ,20100000,20,Industrials
64,A40,ALITARES            ,15104000,15,Materials
65,A4N,ALPHA HPA LTD       ,15100000,15,Materials
66,A50,CHINA A50           ,99999999,99,N/A
67,A88,ADVANCETC LIMITED   ,00000000,00,
68,A8G,AUSTRALASIAN METALS ,15104000,15,Materials
69,AA1,ALINTA OPTION/BASKET,99999999,99,N/A
70,AAA,BETASHARESCASHETF   ,00000000,00,
71,AAC,AUSTRALIAN AGRICULT.,30200000,30,Consumer Staples
72,AAD,ARDENT LEISURE GROUP,25300000,25,Consumer Discretionary
73,AAF,ALEXANDER           ,00000000,00,
74,AAI,ALCOA INC.          ,15104000,15,Materials
75,AAJ,ARUMA RESOURCES LTD ,15104000,15,Materials
76,AAK,AUSTRALIA CHINA HOLD,60100000,60,Real Estate
77,AAL,APAC COAL           ,10100000,10,Energy
78,AAM,AUS INDUSTRIAL MIN  ,99999999,99,N/A
79,AAP,AUSTRALIAN AGRI LTD ,30200000,30,Consumer Staples
80,AAR,ASTRAL RESOURCES NL ,15104000,15,Materials
81,AAS,AIRLIE AUS FUND     ,00000000,00,
82,AAT,AUST ADVENT TOURISM ,00000000,00,
83,AAU,ANTILLES GOLD LTD   ,15104000,15,Materials
84,AAW,ARCADIA WORLDWIDE   ,00000000,00,
85,AAX,AUSENCO LIMITED     ,20100000,20,Industrials
86,AB1,ABARTARESOURCES     ,15104000,15,Materials
87,AB9,AOBO ENVIRO TECH    ,00000000,00,
88,ABA,AUSWIDE BANK LTD    ,40100000,40,Financials
89,ABB,AUSSIE BROADBAND    ,50100000,50,Communication Services
90,ABC,ADBRI LIMITED       ,15100000,15,Materials
91,ABE,AUSBONDEXCHANGE     ,40200000,40,Financials
92,ABF,AUSMANI LTD         ,25400000,25,Consumer Discretionary
93,ABL,ABILENE OIL & GAS   ,10100000,10,Energy
94,ABM,RBS ALTERNATIVE INV ,00000000,00,
95,ABP,ABACUS PROPERTY GRP.,60101000,60,Real Estate
96,ABR,AMERICAN PACIFIC    ,15104000,15,Materials
97,ABT,ABUNDANT PRODUCE LTD,30200000,30,Consumer Staples
98,ABU,ABM RESOURCES NL    ,15104000,15,Materials
99,ABV,ADV BRAKING TECH LTD,25100000,25,Consumer Discretionary
100,ABW,AURORA ABSOLUTE     ,00000000,00,
101,ABX,ABX GROUP LIMITED   ,15104000,15,Materials
102,ABY,ADORE BEAUTY        ,25500000,25,Consumer Discretionary
103,AC1,AIR CHANGE INTL     ,00000000,00,
104,AC8,AUSCANN GRP HLGS LTD,35200000,35,Health Care
105,ACA,IAML                ,00000000,00,
106,ACB,A-CAP ENERGY LTD    ,10100000,10,Energy
107,ACC,IAML                ,00000000,00,
108,ACD,GBLX BATT TECH LITH ,00000000,00,
109,ACE,ACUSENSUS LIMITED.  ,45100000,45,Information Technology
110,ACF,ACROW FORMWORK      ,20100000,20,Industrials
111,ACG,ATCOR MEDICAL       ,35100000,35,Health Care
112,ACI,ANCHOR CAP INV      ,00000000,00,
113,ACK,AUSTOCK GROUP LTD   ,40300000,40,Financials
114,ACL,AU CLINICAL LABS    ,35100000,35,Health Care
115,ACO,AUST CAREERS NETWORK,25300000,25,Consumer Discretionary
116,ACP,AUDALIA RES LTD     ,15104000,15,Materials
117,ACQ,ACORN CAP INV FUND  ,00000000,00,
118,ACR,ACRUX LIMITED       ,35200000,35,Health Care
119,ACS,ACCENT RESOURCES NL ,15104000,15,Materials
120,ACT,ACTCEL INTL GROUP   ,00000000,00,
121,ACU,ACUMENTIS GROUP LTD ,60100000,60,Real Estate
122,ACW,ACTINOGEN MEDICAL   ,35200000,35,Health Care
123,ACX,ACONEX LIMITED      ,45100000,45,Information Technology
124,ACY,ARMYTAGE AUST       ,00000000,00,
125,AD1,AD1 HOLDINGS LIMITED,50200000,50,Communication Services
126,AD8,AUDINATEGROUPLTD    ,45200000,45,Information Technology
127,ADA,ADACEL TECHNOLOGIES ,45100000,45,Information Technology
128,ADC,ACDC METALS LTD     ,15104000,15,Materials
129,ADD,ADAVALE RESOURCE LTD,10100000,10,Energy
130,ADE,APOSTLEDUNDASGLOBAL ,00000000,00,
131,ADG,ADELONG GOLD LIMITED,15104000,15,Materials
132,ADH,ADAIRS LIMITED      ,25500000,25,Consumer Discretionary
133,ADI,DEXUS INDUSTRIA REIT,60101000,60,Real Estate
134,ADJ,ADSLOT LTD          ,45100000,45,Information Technology
135,ADM,ANDEAN              ,15104000,15,Materials
136,ADN,ANDROMEDA METALS LTD,15104000,15,Materials
137,ADO,ANTEOTECH LTD       ,35200000,35,Health Care
138,ADQ,ADG GLOBAL SUPPLY.  ,20100000,20,Industrials
139,ADR,ADHERIUM LTD        ,35100000,35,Health Care
140,ADS,ADSLOT LTD.         ,45100000,45,Information Technology
141,ADT,ADRIATIC METALS     ,15104000,15,Materials
142,ADV,ARDIDEN LTD         ,15104000,15,Materials
143,ADX,ADX ENERGY LTD      ,10100000,10,Energy
144,ADY,ADMIRALTY RESOURCES.,15104000,15,Materials
145,AE1,AERISON             ,20100000,20,Industrials
146,AEA,AE HIGH CONV FUND   ,00000000,00,
147,AEB,AFFINITY ENERGY     ,35200000,35,Health Care
148,AED,AED OIL LIMITED     ,10100000,10,Energy
149,AEE,AURA ENERGY         ,10100000,10,Energy
150,AEF,AUSTRALIAN ETHICAL  ,40200000,40,Financials
151,AEG,ABSOLUTE EQUITY PERF,00000000,00,
152,AEI,AERIS ENVIRONMENTAL ,20200000,20,Industrials
153,AEJ,REDBANK ENERGY LTD  ,55100000,55,Utilities
154,AEK,ANATOLIA ENERGY LTD ,10100000,10,Energy
155,AEN,AERAMENTUM RESOURCES,15104000,15,Materials
156,AER,AEERIS LTD          ,50200000,50,Communication Services
157,AES,ISHARES GLB BOND ESG,00000000,00,
158,AET,AUST ETHICAL INVEST ,00000000,00,
159,AEV,AVENIRA LIMITED     ,15104000,15,Materials
160,AF1,AFG 2019-2 TRUST    ,00000000,00,
161,AF2,AFG 2020-1NC TRUST  ,00000000,00,
162,AF3,AFG 2022-2 TRUST    ,00000000,00,
163,AFA,ASF GROUP LIMITED   ,40200000,40,Financials
164,AFG,AUST FINANCE GRP    ,40100000,40,Financials
165,AFI,AUSTRALIAN FOUNDAT. ,00000000,00,
166,AFJ,AFFINITY EDU GRP LTD,25300000,25,Consumer Discretionary
167,AFL,AF LEGAL GROUP LTD  ,20200000,20,Industrials
168,AFM,ATLAS FUNDS (OMIFL) ,00000000,00,
169,AFO,AUS UNITED RETAILERS,99999999,99,N/A
170,AFP,AFT PHARMACEUTICALS ,35200000,35,Health Care
171,AFR,AFRICAN ENERGY RES  ,10100000,10,Energy
172,AFT,AFT CORPORATION     ,45200000,45,Information Technology
173,AFW,APPLYFLOW LIMITED   ,50200000,50,Communication Services
174,AFY,AFTERPAY HOLDINGS   ,45100000,45,Information Technology
175,AFZ,ABRDN AUS LTD       ,00000000,00,
176,AG1,AUST SUNNY GLASS    ,00000000,00,
177,AG2,AGL OPTION/BASKET.  ,99999999,99,N/A
178,AGA,ALTRINSIC GBL ADVISR,00000000,00,
179,AGC,AGC LTD             ,15104000,15,Materials
180,AGD,AUSTRAL GOLD        ,15104000,15,Materials
181,AGE,ALLIGATOR ENERGY    ,10100000,10,Energy
182,AGF,AMP CAPITAL CHINA   ,40200000,40,Financials
183,AGG,ANGLOGOLD ASHANTI   ,15104000,15,Materials
184,AGH,ALTHEA GROUP        ,35200000,35,Health Care
185,AGI,AINSWORTH GAME TECH.,25300000,25,Consumer Discretionary
186,AGJ,AGRICULTURAL LAND   ,60101000,60,Real Estate
187,AGL,AGL ENERGY LIMITED. ,55100000,55,Utilities
188,AGM,AUSTRALIANGOVERNANCE,00000000,00,
189,AGN,ARGENICA            ,35200000,35,Health Care
190,AGO,ATLAS IRON LIMITED  ,15104000,15,Materials
191,AGP,PFSL ATF AGP FUND   ,00000000,00,
192,AGR,AGUIA RES LTD       ,15104000,15,Materials
193,AGS,ALLIANCE RESOURCES  ,15104000,15,Materials
194,AGT,ALLIANCE GLOB CAP   ,00000000,00,
195,AGV,BETAAUSGOVBONDETF   ,00000000,00,
196,AGX,ANTIPODES GLOBAL    ,00000000,00,
197,AGY,ARGOSY MINERALS LTD ,15104000,15,Materials
198,AHA,AG FINANCIAL        ,40200000,40,Financials
199,AHC,AUSTCO HEALTHCARE   ,35100000,35,Health Care
200,AHD,AMALGAMATED HOLDINGS,25400000,25,Consumer Discretionary
201,AHF,AUST DAIRY LIMITED  ,30200000,30,Consumer Staples
202,AHG,AUTOMOTIVE HOLDINGS.,25500000,25,Consumer Discretionary
203,AHH,ALHAMRA HOTEL RES.  ,00000000,00,
204,AHI,ADVANCED HEALTH     ,45100000,45,Information Technology
205,AHJ,AIR CHANGE INT LTD  ,20100000,20,Industrials
206,AHK,ARK MINES LIMITED   ,15104000,15,Materials
207,AHL,ADRAD HLDINGS       ,25100000,25,Consumer Discretionary
208,AHN,ATHENA RESOURCES    ,15104000,15,Materials
209,AHP,NSX.AHP             ,99999999,99,N/A
210,AHQ,ALLEGIANCE COAL LTD ,15104000,15,Materials
211,AHR,ANCHOR RESOURCES    ,15104000,15,Materials
212,AHX,APIAM ANIMAL HEALTH ,35100000,35,Health Care
213,AHY,ASALEO CARE LIMITED ,30300000,30,Consumer Staples
214,AHZ,ADMEDUS LTD         ,35100000,35,Health Care
215,AI1,AIG INC (NYSE)      ,99999999,99,N/A
216,AIA,AUCKLAND INTERNATION,20300000,20,Industrials
217,AIB,AURORA GLB TRUST    ,00000000,00,
218,AIC,ASIC                ,00000000,00,
219,AID,NSX.AID             ,99999999,99,N/A
220,AII,ALMONTYINDUSTRIESINC,15104000,15,Materials
221,AIK,ARMIDALE INVEST CORP,00000000,00,
222,AIM,AI-MEDIA TECHNOLOGIE,20200000,20,Industrials
223,AIN,AUTO INNOVATIONS GRP,00000000,00,
224,AIO,ASCIANO LIMITED     ,20300000,20,Industrials
225,AIQ,ALTERNATIVE INVEST  ,00000000,00,
226,AIR,ASTIVITA LTD        ,20100000,20,Industrials
227,AIS,AERIS RESOURCES LTD ,15104000,15,Materials
228,AIV,ACTIVEX LIMITED     ,15104000,15,Materials
229,AIY,AUTHORISED INVEST.  ,00000000,00,
230,AIZ,AIR NEW ZEALAND     ,20300000,20,Industrials
231,AJA,ASTRO JAP PROP GROUP,60101000,60,Real Estate
232,AJC,ACACIA COAL LTD     ,10100000,10,Energy
233,AJD,ASIA PACIFIC DATA   ,60101000,60,Real Estate
234,AJJ,ASIAN AMER MEDICAL  ,35100000,35,Health Care
235,AJL,AJ LUCAS GROUP      ,20100000,20,Industrials
236,AJM,ALTURA MINING LTD   ,15104000,15,Materials
237,AJO,ARMSTRONG JONES OFF.,60100000,60,Real Estate
238,AJQ,ARMOUR ENERGY LTD   ,10100000,10,Energy
239,AJR,ARUNTA RESOURCES LTD,15104000,15,Materials
240,AJX,ALEXIUM INT GROUP   ,15100000,15,Materials
241,AJY,ASAPLUS RESOURCES   ,15104000,15,Materials
242,AKE,ALLKEM LIMITED      ,15104000,15,Materials
243,AKF,ASK FUNDING LIMITED ,40200000,40,Financials
244,AKG,ACADEMIES AUS GRP   ,25300000,25,Consumer Discretionary
245,AKK,AUSTIN EXPLORATION  ,10100000,10,Energy
246,AKL,AUCKLAND REAL ESTATE,60101000,60,Real Estate
247,AKM,ASPIRE MINING LTD   ,15104000,15,Materials
248,AKN,AUKING MINING LTD   ,15104000,15,Materials
249,AKO,AKORA RESOURCES     ,15104000,15,Materials
250,AKP,AUDIO PIXELS LTD    ,25200000,25,Consumer Discretionary
251,AKY,AMCBF FIVE          ,40200000,40,Financials
252,AL1,ALCOA               ,99999999,99,N/A
253,AL3,AML3D               ,20100000,20,Industrials
254,AL8,ALDERAN RESOURCE LTD,15104000,15,Materials
255,ALA,AROVELLA THERAPEUTIC,35200000,35,Health Care
256,ALB,ALBION RESOURCES    ,15104000,15,Materials
257,ALC,ALCIDION GROUP LTD  ,35100000,35,Health Care
258,ALD,AMPOL LIMITED       ,10100000,10,Energy
259,ALF,AUSTRALIAN LEADERS  ,00000000,00,
260,ALG,ARDENTLEISUREGRPLTD ,25300000,25,Consumer Discretionary
261,ALH,ALPHINITY (FIDANTE) ,00000000,00,
262,ALI,ARGO GLOBAL LTD     ,00000000,00,
263,ALK,ALKANE RESOURCES LTD,15104000,15,Materials
264,ALL,ARISTOCRAT LEISURE  ,25300000,25,Consumer Discretionary
265,ALM,ALMA METALS LTD     ,10100000,10,Energy
266,ALO,ALLOGGIO GROUP      ,25300000,25,Consumer Discretionary
267,ALQ,ALS LTD             ,20200000,20,Industrials
268,ALR,ABERDEEN LEADERS    ,40200000,40,Financials
269,ALT,ANALYTICA LIMITED   ,35100000,35,Health Care
270,ALU,ALTIUM LIMITED      ,45100000,45,Information Technology
271,ALV,ALVOMIN             ,15104000,15,Materials
272,ALX,ATLAS ARTERIA       ,20300000,20,Industrials
273,ALY,ALCHEMY RESOURCE LTD,15104000,15,Materials
274,AM1,AMCOR OPT/BASKET    ,00000000,00,
275,AM2,OPTIONS OVER AMC    ,00000000,00,
276,AM3,ASIAN MIN RES LTD   ,99999999,99,N/A
277,AM7,ARCADIA MINERALS    ,15104000,15,Materials
278,AM8,AMCOR DUMMY TORESS  ,99999999,99,N/A
279,AM9,AMPN OPTIONS        ,99999999,99,N/A
280,AMA,AMA GROUP LIMITED   ,20200000,20,Industrials
281,AMB,AMBITION GROUP LTD  ,20200000,20,Industrials
282,AMC,AMCOR PLC           ,15100000,15,Materials
283,AMD,ARROW MINERALS      ,15104000,15,Materials
284,AME,ALTO METALS LIMITED ,15104000,15,Materials
285,AMG,AUSMEX MINING GP LTD,15104000,15,Materials
286,AMH,AMCIL LIMITED       ,00000000,00,
287,AMI,AURELIA METALS LTD  ,15104000,15,Materials
288,AML,AEON METALS LTD.    ,15104000,15,Materials
289,AMM,ARMADA METALS       ,15104000,15,Materials
290,AMN,AGRIMIN LTD         ,15104000,15,Materials
291,AMO,AMBERTECH LIMITED   ,45200000,45,Information Technology
292,AMP,AMP LIMITED         ,40200000,40,Financials
293,AMR,AMCOR WARRANTS      ,00000000,00,
294,AMS,ATOMOS              ,25200000,25,Consumer Discretionary
295,AMT,ALLEGRA ORTHOPAEDICS,35100000,35,Health Care
296,AMV,AB MVE FUND MVE CLSS,00000000,00,
297,AMX,AEROMETREX LIMITED  ,20200000,20,Industrials
298,AMY,AMP WARR.OVER BASKET,00000000,00,
299,AN1,ANAGENICS LIMITED   ,35200000,35,Health Care
300,AN3,ANZ BANKING GRP     ,00000000,00,
301,AN8,ANZ DUMMY TORESS    ,99999999,99,N/A
302,ANA,ANSILA ENERGY       ,10100000,10,Energy
303,ANB,AUS NEW AGRI GRP LTD,15100000,15,Materials
304,AND,ANSARADA GROUP LTD  ,45100000,45,Information Technology
305,ANG,AUSTIN ENGINEERING  ,20100000,20,Industrials
306,ANI,AUST INDUSTRIAL REIT,40400000,40,Financials
307,ANL,AMANI GOLD LTD      ,15104000,15,Materials
308,ANN,ANSELL LIMITED      ,35100000,35,Health Care
309,ANO,ADVANCE ZINCTEK LTD ,15100000,15,Materials
310,ANP,ANTISENSE THERAPEUT.,35200000,35,Health Care
311,ANQ,ANAECO LIMITED      ,20200000,20,Industrials
312,ANR,ANATARA LS LTD      ,35200000,35,Health Care
313,ANS,AUSTSINO RES GRP LTD,15104000,15,Materials
314,ANT,ANTARES CAPITAL     ,00000000,00,
315,ANV,AUSNET SERVICES HOLD,00000000,00,
316,ANW,AUS TIN MINING      ,15104000,15,Materials
317,ANX,ANAX METALS LTD     ,15104000,15,Materials
318,ANZ,ANZ GROUP HOLDINGS  ,40100000,40,Financials
319,AO1,ASSETOWL LIMITED    ,45100000,45,Information Technology
320,AO2,APOLLO SERIES 2017-2,00000000,00,
321,AO3,APOLLO SERIES       ,00000000,00,
322,AOA,AUSMON RESORCES     ,15104000,15,Materials
323,AOC,AUSTRALIAN OIL CO.  ,10100000,10,Energy
324,AOD,AURORA DIV INCOME   ,00000000,00,
325,AOF,AUSTRALIAN UNITY OFF,60101000,60,Real Estate
326,AOG,AVEO GROUP          ,60100000,60,Real Estate
327,AOH,ALTONA MINING LTD   ,15104000,15,Materials
328,AOJ,APOLLO SERIES 2010-1,00000000,00,
329,AOK,AUSTEX OIL LIMITED  ,10100000,10,Energy
330,AOL,APOLLO 2015-1       ,00000000,00,
331,AON,APOLLO MINERALS LTD ,15104000,15,Materials
332,AOP,APOLLO CONSOLIDATED ,15104000,15,Materials
333,AOQ,NSX.AOQ             ,99999999,99,N/A
334,AOR,APOLLO 2013-1       ,00000000,00,
335,AOS,AORIS (THE TRUST CO),00000000,00,
336,AOU,AUROCH MINERALS LTD ,15104000,15,Materials
337,AOW,AMERICAN PATRIOT OIL,10100000,10,Energy
338,AOY,APOLLO S2007-1E TRST,00000000,00,
339,AP1,APPLE INC.(NASDAQ)  ,99999999,99,N/A
340,AP2,APA INFRASTRUCTURE  ,00000000,00,
341,AP8,APA DUMMY TORESS    ,99999999,99,N/A
342,APA,APA GROUP           ,55100000,55,Utilities
343,APC,AUST POTASH LTD     ,15104000,15,Materials
344,APD,APN PROPERTY GROUP  ,60101000,60,Real Estate
345,APE,EAGERS AUTOMOTIVE   ,25500000,25,Consumer Discretionary
346,APF,DEXUS ASSET MANAGEME,00000000,00,
347,APG,AUSTPAC RESOURCES NL,15104000,15,Materials
348,APH,AP HEMP LTD         ,30200000,30,Consumer Staples
349,API,AUSTRALIAN PHARM.   ,35100000,35,Health Care
350,APK,AUSTRALIAN POWER    ,55100000,55,Utilities
351,APL,ASSOCIATE GLOBAL    ,40200000,40,Financials
352,APM,APM HUMAN SERVICES  ,20200000,20,Industrials
353,APN,APN NEWS & MEDIA    ,25400000,25,Consumer Discretionary
354,APO,APN OUTDOOR GRP     ,50200000,50,Communication Services
355,APR,APN Regional Propert, , ,
356,APS,ALLUP SILICA LTD    ,15104000,15,Materials
357,APT,AFTERPAY LIMITED    ,45100000,45,Information Technology
358,APV,APPSVILL            ,45100000,45,Information Technology
359,APW,AIMS PROR SEC FUND  ,60101000,60,Real Estate
360,APX,APPEN LIMITED       ,45100000,45,Information Technology
361,APY,AZONTO PET LTD      ,10100000,10,Energy
362,APZ,ASPEN GROUP         ,60101000,60,Real Estate
363,AQC,AUSPACCOAL LTD      ,15104000,15,Materials
364,AQD,AUSQUEST LIMITED    ,15104000,15,Materials
365,AQF,AUS GOV INDEX FUND  ,40200000,40,Financials
366,AQG,ALACER GOLD CORP.   ,15104000,15,Materials
367,AQH,APT PIPELINES LTD   ,00000000,00,
368,AQI,ALICANTO MIN LTD    ,15104000,15,Materials
369,AQJ,AUS ASIA MIN LTD    ,10100000,10,Energy
370,AQL,BETAAUSQLTYETF      ,00000000,00,
371,AQM,ANGLO AMERICAN CAP  ,00000000,00,
372,AQN,AQUIRIANLIMITED     ,20200000,20,Industrials
373,AQO,AMBASSADOR OIL GAS  ,10100000,10,Energy
374,AQP,AQUARIUS PLATINUM.  ,15104000,15,Materials
375,AQQ,APHRODITE GOLD LTD  ,15104000,15,Materials
376,AQR,APN CONV RETAIL REIT,60101000,60,Real Estate
377,AQS,AQUIS ENT LTD       ,25300000,25,Consumer Discretionary
378,AQU,AQUAINT CAPITAL LTD ,25300000,25,Consumer Discretionary
379,AQX,ALICE QUEEN LTD     ,15104000,15,Materials
380,AQY,ALLAN GRAY AUSTRALIA,00000000,00,
381,AQZ,ALLIANCE AVIATION   ,20300000,20,Industrials
382,AR1,AUSTRALRESOURCES    ,15104000,15,Materials
383,AR2,ARRIS HOLDINGS      ,00000000,00,
384,AR3,AUSTRARE            ,15104000,15,Materials
385,AR8,ALL DUMMY TORESS    ,99999999,99,N/A
386,AR9,ARCHTIS LIMITED     ,45100000,45,Information Technology
387,ARA,ARIADNE AUSTRALIA   ,20200000,20,Industrials
388,ARB,ARB CORPORATION.    ,25100000,25,Consumer Discretionary
389,ARC,ARC FUNDS LIMITED   ,40200000,40,Financials
390,ARD,ARGENT MINERALS     ,15104000,15,Materials
391,ARE,ARGONAUT RESOURCES  ,15104000,15,Materials
392,ARF,ARENA REIT.         ,60101000,60,Real Estate
393,ARG,ARGO INVESTMENTS    ,00000000,00,
394,ARH,AUSTRALASIAN RESOUR.,15104000,15,Materials
395,ARI,ACN 004410833 LTD   ,15104000,15,Materials
396,ARJ,ARK FUND LTD (THE)  ,40400000,40,Financials
397,ARK,AUSROC METALS LTD   ,15104000,15,Materials
398,ARL,ARDEA RESOURCES LTD ,15104000,15,Materials
399,ARM,AURORA MINERALS LTD ,15104000,15,Materials
400,ARN,ALDORO RESOURCES    ,15104000,15,Materials
401,ARO,ASTRO RESOURCES NL  ,15104000,15,Materials
402,ARQ,ARQ GROUP LIMITED   ,45100000,45,Information Technology
403,ARR,AMERICAN RARE EARTHS,15104000,15,Materials
404,ARS,ALT RESOURCES LTD   ,15104000,15,Materials
405,ART,AIRTASKER LIMITED   ,50200000,50,Communication Services
406,ARU,ARAFURA RARE EARTHS ,15104000,15,Materials
407,ARV,ARTEMIS RESOURCES   ,15104000,15,Materials
408,ARW,AUSTRALIAN RENEWABLE,10100000,10,Energy
409,ARX,AROA BIOSURGERY     ,35200000,35,Health Care
410,AS1,ANGEL SEAFOOD       ,30200000,30,Consumer Staples
411,AS2,ASKARIMETALSLIMITED ,15104000,15,Materials
412,ASA,ABRDN SUST ASIAN OPP,00000000,00,
413,ASB,AUSTAL LIMITED      ,20100000,20,Industrials
414,ASG,AUTOSPORTS GRP LTD. ,25500000,25,Consumer Discretionary
415,ASH,ASHLEY SERVICES GRP ,20200000,20,Industrials
416,ASI,BETA ASIATECH TIGERS,00000000,00,
417,ASJ,NSX.ASJ             ,00000000,00,
418,ASL,AUSDRILL LIMITED    ,15104000,15,Materials
419,ASM,AUSSTRATMATERIALS   ,15104000,15,Materials
420,ASN,ANSON RESOURCES LTD ,15104000,15,Materials
421,ASO,ASTON MINERALS LTD  ,15104000,15,Materials
422,ASP,ASPERMONT LIMITED.  ,50200000,50,Communication Services
423,ASQ,AUSTRALIAN SILICA   ,15104000,15,Materials
424,ASR,ASRA MINERALS LTD   ,15104000,15,Materials
425,ASS,ASSET RESOLUTION    ,00000000,00,
426,AST,AUSNET SERVICES LTD ,55100000,55,Utilities
427,ASW,ADVANCED SHARE LTD  ,40200000,40,Financials
428,ASX,ASX LIMITED         ,40200000,40,Financials
429,ASY,ASSEMBLEBAY LIMITED ,00000000,00,
430,ASZ,ASG GROUP LIMITED   ,45100000,45,Information Technology
431,AT1,ATOMO DIAGNOSTICS   ,35100000,35,Health Care
432,AT8,APT DUMMY TORESS.   ,99999999,99,N/A
433,ATA,ATTURRALIMITED      ,45100000,45,Information Technology
434,ATB,ASIAN DEVELOPMENT   ,00000000,00,
435,ATC,ALTECH CHEM LTD     ,15104000,15,Materials
436,ATE,BETAAUSTECHNOLOGYETF,00000000,00,
437,ATH,ALTERITY THERAP LTD ,35200000,35,Health Care
438,ATI,ATLANTIC LIMITED    ,15104000,15,Materials
439,ATL,APOLLO TOURISM      ,25100000,25,Consumer Discretionary
440,ATM,ANEKA TAMBANG       ,15104000,15,Materials
441,ATO,GBL X URANIUM       ,00000000,00,
442,ATP,ATLAS PEARLS LTD    ,25200000,25,Consumer Discretionary
443,ATR,ASTRON CORP LTD     ,15104000,15,Materials
