,SEC_CODE,ABBREVIATED_NAME,GICS_SECTOR_CODE,SECTOR_CODE,SECTOR
3650,SCA,SCENTRE GRP TR 1 & 2,00000000,00,
3651,SCD,STANDARD CHARTERED  ,00000000,00,
3652,SCG,SCENTRE GRP         ,60101000,60,Real Estate
3653,SCH,SCHRODERS           ,00000000,00,
3654,SCI,SILVER CITY MINERALS,15104000,15,Materials
3655,SCL,SCHROLE GROUP LTD   ,45100000,45,Information Technology
3656,SCN,SCORPION MINERALS   ,15104000,15,Materials
3657,SCO,SCOTT PAC GROUP LTD ,40200000,40,Financials
3658,SCP,SCA PROPERTY GROUP  ,60101000,60,Real Estate
3659,SCT,SCOUT SECURITY LTD  ,25300000,25,Consumer Discretionary
3660,SCU,STEMCELL UNITED LTD ,35200000,35,Health Care
3661,SCW,SCENTRE GROUP TRUST1,60101000,60,Real Estate
3662,SCY,SIROCCO ENERGY      ,10100000,10,Energy
3663,SDA,SPEEDCAST INT LTD   ,50100000,50,Communication Services
3664,SDC,SUGAR DRAGON LTD    ,99999999,99,N/A
3665,SDF,STEADFAST GROUP LTD ,40300000,40,Financials
3666,SDG,SUNLAND GROUP LTD   ,60100000,60,Real Estate
3667,SDI,SDI LIMITED         ,35100000,35,Health Care
3668,SDL,SUNDANCE RESOURCES  ,15104000,15,Materials
3669,SDM,SEDGMAN LIMITED     ,20100000,20,Industrials
3670,SDR,SITEMINDER          ,25300000,25,Consumer Discretionary
3671,SDV,SCIDEV LTD          ,15100000,15,Materials
3672,SDX,SIENNA CANCER       ,35200000,35,Health Care
3673,SE1,SENSERA LTD         ,45300000,45,Information Technology
3674,SEA,SUNDANCE ENERGY     ,10100000,10,Energy
3675,SEC,SPHERIA EMERGING CO ,00000000,00,
3676,SEG,SPORTS ENT GRP LTD  ,50200000,50,Communication Services
3677,SEH,SINO GAS ENERGY     ,10100000,10,Energy
3678,SEI,SPECIALITY METALINT ,15104000,15,Materials
3679,SEK,SEEK LIMITED        ,50200000,50,Communication Services
3680,SEL,SLFWLTH SMSF LEADRS ,00000000,00,
3681,SEM,GBLX SEMICONDUCTOR  ,00000000,00,
3682,SEN,SENETAS CORPORATION ,45200000,45,Information Technology
3683,SEQ,SEQUOIA FIN GRP LTD ,40200000,40,Financials
3684,SER,STRATEGIC ENERGY    ,15104000,15,Materials
3685,SES,SECOS GROUP LTD     ,15100000,15,Materials
3686,SF1,STEMIFY LTD         ,45200000,45,Information Technology
3687,SFC,SCHAFFER CORP. LTD. ,25100000,25,Consumer Discretionary
3688,SFG,SEAFARMS GROUP LTD  ,30200000,30,Consumer Staples
3689,SFH,SPECIALTY FASHION   ,25500000,25,Consumer Discretionary
3690,SFI,SPOOKFISH LIMITED   ,45100000,45,Information Technology
3691,SFL,SPRING FG LTD       ,40200000,40,Financials
3692,SFM,SANTA FE MINERALS   ,15104000,15,Materials
3693,SFN,STANFIELD FUNDS LTD ,40200000,40,Financials
3694,SFR,SANDFIRE RESOURCES  ,15104000,15,Materials
3695,SFS,STIRFIRELIMITED     ,99999999,99,N/A
3696,SFV,SANTOS FINANCE LTD  ,00000000,00,
3697,SFX,SHEFFIELD RES LTD   ,15104000,15,Materials
3698,SFY,SPDR 50 FUND        ,00000000,00,
3699,SFZ,STH AMERICAN FERRO  ,15104000,15,Materials
3700,SG1,SAGON RESOURCES     ,15104000,15,Materials
3701,SG8,SGP DUMMY TORESS    ,99999999,99,N/A
3702,SGA,SARYTOGAN           ,15104000,15,Materials
3703,SGB,ST GEORGE BANK      ,40100000,40,Financials
3704,SGC,SACGASCO LTD        ,10100000,10,Energy
3705,SGF,SG FLEET GROUP LTD  ,20200000,20,Industrials
3706,SGH,SLATER & GORDON     ,25300000,25,Consumer Discretionary
3707,SGI,STEALTH GLOBAL      ,20100000,20,Industrials
3708,SGL,SUNRICE             ,30200000,30,Consumer Staples
3709,SGM,SIMS LIMITED        ,15104000,15,Materials
3710,SGN,STW COMMUNICATIONS  ,25400000,25,Consumer Discretionary
3711,SGO,STREAM GROUP LTD    ,45100000,45,Information Technology
3712,SGP,STOCKLAND           ,60101000,60,Real Estate
3713,SGQ,ST GEORGE MIN LTD   ,15104000,15,Materials
3714,SGR,THE STAR ENT GRP    ,25300000,25,Consumer Discretionary
3715,SGT,SINGAPORE TELECOMM. ,50100000,50,Communication Services
3716,SGU,SUCCESS GLOBAL MEDIA,25300000,25,Consumer Discretionary
3717,SGZ,SCOTGOLD RESOURCES  ,15104000,15,Materials
3718,SH2,SYNERGEN MET LIMITED,20100000,20,Industrials
3719,SH8,SHL DUMMY TORESS    ,99999999,99,N/A
3720,SHA,SHAPE AUST CORP LTD ,20100000,20,Industrials
3721,SHB,SHINHAN BNK         ,00000000,00,
3722,SHE,STONEHORSE ENERGY LT,10100000,10,Energy
3723,SHF,SG HISCOCK          ,00000000,00,
3724,SHG,SINGULAR HEALTH     ,35100000,35,Health Care
3725,SHH,SHREE MINERALS LTD  ,15104000,15,Materials
3726,SHI,SHINE METALS LTD    ,20100000,20,Industrials
3727,SHJ,SHINE JUSTICE LTD   ,25300000,25,Consumer Discretionary
3728,SHK,STONE RESOURCES AUS ,15104000,15,Materials
3729,SHL,SONIC HEALTHCARE    ,35100000,35,Health Care
3730,SHM,SHRIRO HOLDINGS LTD ,25200000,25,Consumer Discretionary
3731,SHN,SUNSHINE GOLD LTD   ,15104000,15,Materials
3732,SHO,SPORTSHERO LTD      ,50200000,50,Communication Services
3733,SHP,SOUTH HARZ POTASH   ,15104000,15,Materials
3734,SHR,SHEARER (JOHN) HLDGS,20200000,20,Industrials
3735,SHU,SHENHUA LTD         ,25200000,25,Consumer Discretionary
3736,SHV,SELECT HARVESTS     ,30200000,30,Consumer Staples
3737,SHX,SHIELD MINING       ,15104000,15,Materials
3738,SHY,SWITZER HIGHER YIELD,00000000,00,
3739,SHZ,SHINHAN BANK.       ,00000000,00,
3740,SI6,SI6 METALS LIMITED  ,15104000,15,Materials
3741,SIE,SCIGEN LIMITED      ,35200000,35,Health Care
3742,SIG,SIGMA HEALTH LTD    ,35100000,35,Health Care
3743,SIH,SIHAYO GOLD LIMITED ,15104000,15,Materials
3744,SIL,SMILES INCLUSIVE    ,35100000,35,Health Care
3745,SIO,SIMONDS GRP LTD     ,25200000,25,Consumer Discretionary
3746,SIP,SIGMA PHARMACEUTICAL,35100000,35,Health Care
3747,SIQ,SMARTGRP CORPORATION,20200000,20,Industrials
3748,SIR,SIRIUS RESOURCES NL ,15104000,15,Materials
3749,SIS,SIMBLE SOLUTIONS    ,45100000,45,Information Technology
3750,SIT,SITE GROUP INT LTD  ,25300000,25,Consumer Discretionary
3751,SIV,SIV CAPITAL LIMITED ,20100000,20,Industrials
3752,SIX,SPRINTEX LTD        ,25100000,25,Consumer Discretionary
3753,SK ,SEB S.A.            , , ,
3754,SKB,SKYDIVE THE BEACH GR,25300000,25,Consumer Discretionary
3755,SKC,SKYCITY ENT GRP LTD ,25300000,25,Consumer Discretionary
3756,SKE,BENNELONG FM (SKE)  ,00000000,00,
3757,SKF,SKYFII LTD          ,45100000,45,Information Technology
3758,SKI,SPARK INFRASTRUCTURE,55100000,55,Utilities
3759,SKN,SKIN ELEMENTS LTD   ,30300000,30,Consumer Staples
3760,SKO,SERKO               ,45100000,45,Information Technology
3761,SKP,SKYLAND PET GRP     ,10100000,10,Energy
3762,SKS,SKS TECH GROUP LTD  ,20100000,20,Industrials
3763,SKT,SKY NETWORK         ,50200000,50,Communication Services
3764,SKV,SHKL GROUP          ,00000000,00,
3765,SKY,SKY METALS LTD      ,15104000,15,Materials
3766,SL1,SYMBOL MINING LTD   ,15104000,15,Materials
3767,SLA,SILK LASER AUSTRALIA,35100000,35,Health Care
3768,SLB,STELARMETALSLIMITED ,99999999,99,N/A
3769,SLC,SUPERLOOP LIMITED   ,50100000,50,Communication Services
3770,SLE,SINO-EXCEL ENERGY   ,20200000,20,Industrials
3771,SLF,SPDR S&P/ASX PROP FU,00000000,00,
3772,SLH,SILK LOGISTICS      ,20300000,20,Industrials
3773,SLK,SEALINK TRAVEL GRP  ,25300000,25,Consumer Discretionary
3774,SLM,SOLISMINERALSLTD    ,15104000,15,Materials
3775,SLR,SILVER LAKE RESOURCE,15104000,15,Materials
3776,SLS,SOLSTICEMINERALS    ,15104000,15,Materials
3777,SLV,GBL X SILVER MINERS ,00000000,00,
3778,SLX,SILEX SYSTEMS       ,45300000,45,Information Technology
3779,SLZ,SULTAN RESOURCES LTD,15104000,15,Materials
3780,SM1,SYNLAIT MILK LTD    ,30200000,30,Consumer Staples
3781,SM8,SMART MARINE SYSTEMS,45200000,45,Information Technology
3782,SM9,SMART ABS S2019-1   ,00000000,00,
3783,SMA,SMARTTRANS HOLDINGS ,45100000,45,Information Technology
3784,SMC,STRATEGIC MINERALS  ,15104000,15,Materials
3785,SMD,SYNDICATED METALS   ,15104000,15,Materials
3786,SMF,SMARTERMNY(EQT)     ,00000000,00,
3787,SMG,SOON MINING         ,15104000,15,Materials
3788,SMI,SANTANA MINERALS LTD,15104000,15,Materials
3789,SML,BETASMALLCOMPANIES  ,00000000,00,
3790,SMM,SUMMIT RESOURCES    ,10100000,10,Energy
3791,SMN,STRUCTURAL MONITOR. ,45200000,45,Information Technology
3792,SMP,SMARTPAY HOLDINGS   ,45100000,45,Information Technology
3793,SMR,STANMORE RESOURCES  ,10100000,10,Energy
3794,SMS,STARMINERALSLIMITED ,15104000,15,Materials
3795,SMT,SMART ABS 2015-2    ,00000000,00,
3796,SMX,SECURITY MATTERS    ,45100000,45,Information Technology
3797,SNA,GBLX SNAS           ,00000000,00,
3798,SNC,SANDON CAPITAL LTD  ,00000000,00,
3799,SND,SAUNDERS INTL LTD   ,20100000,20,Industrials
3800,SNG,SIREN GOLD          ,15104000,15,Materials
3801,SNL,SUPPLY NETWORK      ,25500000,25,Consumer Discretionary
3802,SNR,SYNERGY PLUS LIMITED,45100000,45,Information Technology
3803,SNS,SENSEN NETWORKS LTD ,45100000,45,Information Technology
3804,SNV,SINOVUS MINING LTD  ,15104000,15,Materials
3805,SNX,SIERRA NEVADA GOLD  ,15104000,15,Materials
3806,SNY,SUNBIRD ENERGY LTD  ,10100000,10,Energy
3807,SNZ,SUMMERSET GRP HLDGS ,35100000,35,Health Care
3808,SO4,SALT LAKE POTASH LTD,15100000,15,Materials
3809,SOC,SOCO CORPORATION    ,45100000,45,Information Technology
3810,SOF,SOFCOM LIMITED      ,45100000,45,Information Technology
3811,SOI,SOILSUB TECHNOLOGIES,30200000,30,Consumer Staples
3812,SOL,SOUL PATTINSON (W.H),10100000,10,Energy
3813,SOM,SOMNOMED LIMITED    ,35100000,35,Health Care
3814,SON,NSX.SON             ,99999999,99,N/A
3815,SOO,SOLCO LTD           ,20100000,20,Industrials
3816,SOP,SYNERTEC CORPORATION,20200000,20,Industrials
3817,SOR,STRATEGIC ELEMENTS  ,40200000,40,Financials
3818,SOV,SOVEREIGN CLOUD HLDG,45100000,45,Information Technology
3819,SP1,SOUTHERN X PAYMENTS ,45100000,45,Information Technology
3820,SP3,SPECTURLTD          ,45200000,45,Information Technology
3821,SP5,ISHARES S&P 500 ETF ,99999999,99,N/A
3822,SP8,STREAMPLAY STUDIO   ,50200000,50,Communication Services
3823,SPA,SPACETALK LTD       ,45100000,45,Information Technology
3824,SPB,SOUTH PACIFIC RES   ,10100000,10,Energy
3825,SPC,COPPER ROCK CAPITAL ,00000000,00,
3826,SPD,SOUTHERNPALLADIUM   ,15104000,15,Materials
3827,SPE,SPECTRUM (EQT) LTD  ,00000000,00,
3828,SPF,S&P500 EMINI FUTURES,99999999,99,N/A
3829,SPH,SPHERE MINERALS LTD ,15104000,15,Materials
3830,SPI,SPITFIRE MAT LTD    ,15104000,15,Materials
3831,SPK,SPARK NEW ZEALAND   ,50100000,50,Communication Services
3832,SPL,STARPHARMA HOLDINGS ,35200000,35,Health Care
3833,SPM,SPHERIA (PINNACLE)  ,00000000,00,
3834,SPN,SPARC TECH LTD      ,15100000,15,Materials
3835,SPO,SPOTLESS GRP HLD LTD,20200000,20,Industrials
3836,SPQ,SUPERIOR RESOURCES  ,15104000,15,Materials
3837,SPS,SENTERPRISYS        ,00000000,00,
3838,SPT,SPLITIT             ,45100000,45,Information Technology
3839,SPW,SAPPHIRE XXI S2019-1,00000000,00,
3840,SPX,SPENDA LIMITED      ,45100000,45,Information Technology
3841,SPY,SPDR S&P 500 ETF    ,00000000,00,
3842,SPZ,SMART PARKING LTD   ,45200000,45,Information Technology
3843,SQ2,BLOCK               ,45100000,45,Information Technology
3844,SQX,SQX RESOURCES       ,99999999,99,N/A
3845,SR1,SCAPRESAI           ,99999999,99,N/A
3846,SRD,San Remo District Fi, , ,
3847,SRF,SURFSTITCH GROUP LTD,25500000,25,Consumer Discretionary
3848,SRG,SRG GLOBAL LTD      ,20100000,20,Industrials
3849,SRH,SAFEROADS HOLDINGS  ,20300000,20,Industrials
3850,SRI,SIPA RESOURCES LTD  ,15104000,15,Materials
3851,SRJ,SRJ TECHNOLOGIES    ,10100000,10,Energy
3852,SRK,STRIKE RESOURCES    ,15104000,15,Materials
3853,SRL,SUNRISE             ,15104000,15,Materials
3854,SRN,SUREFIRE RESCS NL   ,15104000,15,Materials
3855,SRO,SHAREROOT LTD       ,45100000,45,Information Technology
3856,SRQ,STRAITS RES LTD.    ,15104000,15,Materials
3857,SRR,SARAMARESOURCESLTD  ,15104000,15,Materials
3858,SRS,SPICERS LIMITED     ,20100000,20,Industrials
3859,SRT,STAR STRIKER LTD    ,10100000,10,Energy
3860,SRV,SERVCORP LIMITED    ,60100000,60,Real Estate
3861,SRX,SIERRA RUTILE       ,15104000,15,Materials
3862,SRY,STORY-I LIMITED     ,25500000,25,Consumer Discretionary
3863,SRZ,STELLAR RESOURCES   ,15104000,15,Materials
3864,SS6,SMART ABS 2016-1    ,00000000,00,
3865,SS7,SMART ABS 2017-2    ,00000000,00,
3866,SSC,Sunshine Coast Commu, , ,
3867,SSE,SMART ABS 2014-4    ,00000000,00,
3868,SSF,SMART ABS 2017-1    ,00000000,00,
3869,SSG,SHAVER SHOP GRP LTD ,25500000,25,Consumer Discretionary
3870,SSH,SSHGROUPLTD         ,10100000,10,Energy
3871,SSI,SINO STRATEGIC INTL ,25300000,25,Consumer Discretionary
3872,SSL,SIETEL LIMITED      ,60100000,60,Real Estate
3873,SSM,SERVICE STREAM      ,20100000,20,Industrials
3874,SSN,SAMSON OIL & GAS LTD,10100000,10,Energy
3875,SSO,SPDR SMALL ORDS     ,00000000,00,
3876,SSR,SSR MINING INC.     ,15104000,15,Materials
3877,SST,STEAMSHIPS TRADING  ,20100000,20,Industrials
3878,ST1,SPIRIT TECHNOLOGY   ,50100000,50,Communication Services
3879,ST8,SANTOS DUMMY TORESS ,99999999,99,N/A
3880,ST9,ST9                 , , ,
3881,STA,STRANDLINE RES LTD  ,15104000,15,Materials
3882,STC,SINETECH LTD        ,45100000,45,Information Technology
3883,STG,STRAKER TRANSLATIONS,50200000,50,Communication Services
3884,STI,STIRLING PRODUCTS   ,00000000,00,
3885,STK,STRICKLAND METALS   ,15104000,15,Materials
3886,STL,STARGROUP LTD       ,45200000,45,Information Technology
3887,STM,SUNSTONE METALS LTD ,15104000,15,Materials
3888,STN,SATURN METALS       ,15104000,15,Materials
3889,STO,SANTOS LTD          ,10100000,10,Energy
3890,STP,STEP ONE LIMITED    ,25500000,25,Consumer Discretionary
3891,STR,JBS INVEST (OMIFL)  ,00000000,00,
3892,STS,SRG LIMITED         ,20100000,20,Industrials
3893,STW,SPDR 200 FUND       ,00000000,00,
3894,STX,STRIKE ENERGY LTD   ,10100000,10,Energy
3895,SUB,VANECK AU SUBD BOND ,00000000,00,
3896,SUD,SUDA PHARMACEUTICALS,35200000,35,Health Care
3897,SUG,NSX.SUG             ,99999999,99,N/A
3898,SUH,SOUTHERN HEM MIN    ,15104000,15,Materials
3899,SUL,SUPER RET REP LTD   ,25500000,25,Consumer Discretionary
3900,SUM,SUMMITMINERALS      ,15104000,15,Materials
3901,SUN,SUNCORP GROUP LTD   ,40300000,40,Financials
3902,SUP,SUPERIOR LAKE RES   ,15104000,15,Materials
3903,SUR,SUN RESOURCES NL    ,10100000,10,Energy
3904,SUV,SUVO STRATEGIC      ,15100000,15,Materials
3905,SVA,SIMAVITA LTD        ,35100000,35,Health Care
3906,SVD,SCANDIVANADIUM LTD  ,15104000,15,Materials
3907,SVG,SAVANNAH GOLDFIELDS ,15104000,15,Materials
3908,SVH,SILVER HERITAGE GRP ,25300000,25,Consumer Discretionary
3909,SVL,SILVER MINES LIMITED,15104000,15,Materials
3910,SVM,SOVEREIGN METALS    ,15104000,15,Materials
3911,SVR,SOLVAR LIMITED      ,40200000,40,Financials
3912,SVS,SUNVEST CORPORATION ,00000000,00,
3913,SVT,SERVTECH GLOBAL LTD ,45100000,45,Information Technology
3914,SVW,SEVEN GROUP HOLDINGS,20100000,20,Industrials
3915,SVY,STAVELY MINERALS LTD,15104000,15,Materials
3916,SW1,SWIFT NETWORKS GROUP,50200000,50,Communication Services
3917,SWA,SWAN GOLD MINING    ,15104000,15,Materials
3918,SWE,SWALA ENERGY LTD    ,10100000,10,Energy
3919,SWF,SELFWEALTH          ,40200000,40,Financials
3920,SWJ,STONEWALL RES LTD   ,15104000,15,Materials
3921,SWK,SWICK MINING        ,15104000,15,Materials
3922,SWL,SEYMOUR WHYTE LTD   ,20100000,20,Industrials
3923,SWM,SEVEN WEST MEDIA LTD,50200000,50,Communication Services
3924,SWP,SWOOP HOLDINGS LTD  ,50100000,50,Communication Services
3925,SWR,SOUTHERN CROWN RES  ,15104000,15,Materials
3926,SWT,SWITZRDIVIDENDGROWTH,00000000,00,
3927,SXA,STRATA-X ENERGY LTD ,10100000,10,Energy
3928,SXB,SMART ABS 2015-4E   ,00000000,00,
3929,SXE,STH CRS ELECT ENGNR ,20100000,20,Industrials
3930,SXG,SOUTHERN CROSS GOLD ,15104000,15,Materials
3931,SXI,SOUTH EAST ASIA LTD ,15104000,15,Materials
3932,SXL,STHN CROSS MEDIA    ,50200000,50,Communication Services
3933,SXS,SOLIMAR ENERGY LTD. ,10100000,10,Energy
3934,SXT,STRATUM METALS      ,15104000,15,Materials
3935,SXX,SOUTHERN CROSS EXPL ,15104000,15,Materials
3936,SXY,SENEX ENERGY LIMITED,10100000,10,Energy
3937,SY8,SYD DUMMY TORESS    ,99999999,99,N/A
3938,SYA,SAYONA MINING LTD   ,15104000,15,Materials
3939,SYD,SYD AIRPORT         ,20300000,20,Industrials
3940,SYI,SPDRMSCIAUSELECTHDY ,00000000,00,
3941,SYM,SYMBIO HOLDINGS LTD ,50100000,50,Communication Services
3942,SYN,SYNERGIA ENERGY LTD ,10100000,10,Energy
3943,SYP,STYLE LIMITED       ,20100000,20,Industrials
3944,SYR,SYRAH RESOURCES     ,15104000,15,Materials
3945,SYS,SYNGAS LIMITED      ,10100000,10,Energy
3946,SYT,SYNTONIC LIMITED    ,45100000,45,Information Technology
3947,SYZ,SYMBION WARR.OVERBSK,00000000,00,
3948,SZG,A.C.N. 009 161 522  ,20100000,20,Industrials
3949,SZL,SEZZLE INC.         ,45100000,45,Information Technology
3950,T1G,TIGERTASMANMINERALS ,15104000,15,Materials
3951,T3D,333D LIMITED        ,20200000,20,Industrials
3952,T3K,TEK OCEAN GROUP     ,10100000,10,Energy
3953,T3M,JPM CLM CHG SOL ETF ,00000000,00,
3954,T88,TAITONRESOURCES     ,15104000,15,Materials
3955,T92,TERRAURANIUMLIMITED ,10100000,10,Energy
3956,TA1,TRANSURBAN FINANCE  ,00000000,00,
3957,TA8,TAH EGP OPTIONS     ,99999999,99,N/A
3958,TA9,TAH TTS OPTIONS     ,99999999,99,N/A
3959,TAC,JH TACTICAL INCOME  ,00000000,00,
3960,TAG,TAG PACIFIC LIMITED ,40200000,40,Financials
3961,TAH,TABCORP HOLDINGS LTD,25300000,25,Consumer Discretionary
3962,TAM,TANAMI GOLD NL      ,15104000,15,Materials
3963,TAN,BETASOLARETF        ,00000000,00,
3964,TAO,TAO COMMODITIES     ,15104000,15,Materials
3965,TAP,TAP OIL LIMITED     ,10100000,10,Energy
3966,TAR,TARUGA MINERALS     ,15104000,15,Materials
3967,TAS,TASMAN RESOURCES LTD,15104000,15,Materials
3968,TAU,TRUSTEES AUST LTD   ,25300000,25,Consumer Discretionary
3969,TAV,360 CAPITAL FM LTD  ,00000000,00,
3970,TAW,TAWANA RESOURCES NL ,15104000,15,Materials
3971,TB8,TIANMEI BG CORP LTD ,30200000,30,Consumer Staples
3972,TBA,TOMBOLA GOLD LTD    ,15104000,15,Materials
3973,TBH,THE BETMAKERS       ,25300000,25,Consumer Discretionary
3974,TBL,TAMBLA LIMITED      ,45100000,45,Information Technology
3975,TBN,TAMBORAN            ,10100000,10,Energy
3976,TBR,TRIBUNE RES LTD     ,15104000,15,Materials
3977,TC8,TCL DUMMY TORESS    ,99999999,99,N/A
3978,TCF,360 CAPITAL EI FUND ,00000000,00,
3979,TCG,TURACO GOLD LIMITED ,15104000,15,Materials
3980,TCH,TOUCHCORP LTD       ,45100000,45,Information Technology
3981,TCL,TRANSURBAN GROUP    ,20300000,20,Industrials
3982,TCM,TIARO COAL LIMITED  ,10100000,10,Energy
3983,TCN,TECHNICHE LIMITED.  ,45100000,45,Information Technology
3984,TCO,TRANSMETRO CORP. LTD,25300000,25,Consumer Discretionary
3985,TCX,DEUTSCHE ACC INV LTD,00000000,00,
3986,TD1,TALI DIGITAL LIMITED,35100000,35,Health Care
3987,TDI,360 CAPITAL DIGITAL ,00000000,00,
3988,TDL,TBG DIAGNOSTICS LTD ,35200000,35,Health Care
3989,TDO,3D OIL LIMITED      ,10100000,10,Energy
3990,TDX,TYRIAN DIAGNOSTICS  ,35200000,35,Health Care
3991,TDY,THEDOCYARD LIMITED  ,45100000,45,Information Technology
3992,TEC,GBLXGLOBALTECH      ,00000000,00,
3993,TEE,TOPENDENERGYLIMITED ,10100000,10,Energy
3994,TEG,TRIANGLE ENERGY LTD ,10100000,10,Energy
3995,TEK,THORNEY TECH LTD    ,00000000,00,
3996,TEM,TEMPEST MINERALS    ,15104000,15,Materials
3997,TEN,TEN NETWORK HOLDINGS,25400000,25,Consumer Discretionary
3998,TEO,TELESSO TECH LTD    ,00000000,00,
3999,TER,TERRACOM LTD        ,10100000,10,Energy
4000,TES,TEST SECURITY       ,99999999,99,N/A
4001,TEX,TARGET ENERGY       ,10100000,10,Energy
4002,TFC,TFS CORPORATION LTD ,15100000,15,Materials
4003,TFG,TOTAL FACE GROUP LTD,25300000,25,Consumer Discretionary
4004,TFL,TASFOODS LTD        ,30200000,30,Consumer Staples
4005,TG1,TECHGEN METALS LTD  ,15104000,15,Materials
4006,TG6,TGMETALSLIMITED     ,15104000,15,Materials
4007,TG8,SARAMANIS LTD       ,00000000,00,
4008,TGA,THORN GROUP LIMITED ,25500000,25,Consumer Discretionary
4009,TGF,TRIBECA GLOBAL      ,00000000,00,
4010,TGG,TEMPLETON GLOBAL    ,00000000,00,
4011,TGH,TERRAGEN            ,15100000,15,Materials
4012,TGM,THETA GOLD MINES LTD,15104000,15,Materials
4013,TGN,TUNGSTEN MIN NL     ,15104000,15,Materials
4014,TGO,GROWTHOPS LTD       ,45100000,45,Information Technology
4015,TGP,360 CAPITAL GRP     ,60101000,60,Real Estate
4016,TGR,TASSAL GROUP LIMITED,30200000,30,Consumer Staples
4017,TGS,TIGER RESOURCES     ,15104000,15,Materials
4018,TGZ,TERANGA GOLD CORP   ,15104000,15,Materials
4019,THC,THC GLOBAL GRP LTD  ,35200000,35,Health Care
4020,THD,THRED LIMITED       ,50200000,50,Communication Services
4021,THL,TOURISMHOLDINGS     ,20300000,20,Industrials
4022,THO,THOMAS SERVICES LTD ,20100000,20,Industrials
4023,THR,THOR MINING PLC     ,15104000,15,Materials
4024,THX,THUNDELARRA LTD     ,15104000,15,Materials
4025,TI1,TOMBADOR IRON       ,15104000,15,Materials
4026,TIA,TIAN AN AUST LIMITED,60100000,60,Real Estate
4027,TIE,TIETTO MINERALS     ,15104000,15,Materials
4028,TIG,TIGERS REALM COAL   ,15104000,15,Materials
4029,TIH,TILLEGRAH LIMITED   ,10100000,10,Energy
4030,TIK,TIKFORCE LTD        ,10100000,10,Energy
4031,TIL,TRILOGY INT LTD     ,30300000,30,Consumer Staples
4032,TIN,TNT MINES LIMITED   ,15104000,15,Materials
4033,TIP,TEAMINVEST PRIVATE  ,40200000,40,Financials
4034,TIS,TISSUE THERAPIES    ,35200000,35,Health Care
4035,TIX,360 CAP INDUST FUND ,60100000,60,Real Estate
4036,TKF,TIKFORCE LIMITED    ,45100000,45,Information Technology
4037,TKG,TAKORADI LIMITED    ,15104000,15,Materials
4038,TKL,TRAKA RESOURCES     ,15104000,15,Materials
4039,TKM,TREK METALS LTD     ,15104000,15,Materials
4040,TKO,TAKOR GROUP LTD     ,99999999,99,N/A
4041,TL1,TELSTRA CORP        ,00000000,00,
4042,TL8,TELSTRA DUMMY TORESS,99999999,99,N/A
4043,TLC,THE LOTTERY CORP    ,25300000,25,Consumer Discretionary
4044,TLG,TALGA GROUP LTD     ,15104000,15,Materials
4045,TLI,TELSTRA IRS         ,00000000,00,
4046,TLM,TALISMAN MINING     ,15104000,15,Materials
4047,TLR,AUS UTY FUNDS MGT   ,00000000,00,
4048,TLS,TELSTRA GROUP       ,50100000,50,Communication Services
4049,TLT,TILT RENEWABLES LTD.,55100000,55,Utilities
4050,TLX,TELIX PHARMACEUTICAL,35200000,35,Health Care
4051,TMB,TAMBOURAHMETALS     ,15104000,15,Materials
4052,TME,TRADE ME GROUP      ,25500000,25,Consumer Discretionary
4053,TMG,TRIGG MINERALS LTD  ,15100000,15,Materials
4054,TMH,THE MARKET HERALD   ,50200000,50,Communication Services
4055,TMI,TRAPROCK MINING LTD ,99999999,99,N/A
4056,TMK,TMK ENERGY LIMITED  ,10100000,10,Energy
4057,TML,TIMAH RESOURCES LTD ,55100000,55,Utilities
4058,TMM,TASMANIA MINES LTD  ,15104000,15,Materials
4059,TMP,TECH MPIRE LIMITED  ,50200000,50,Communication Services
4060,TMR,TEMPUS RESOURCES LTD,15104000,15,Materials
4061,TMS,TENNANT MINERALS LTD,15104000,15,Materials
4062,TMT,TECHNOLOGY METALS   ,15104000,15,Materials
4063,TMX,TERRAIN MINERALS    ,15104000,15,Materials
4064,TMZ,THOMSON RES LTD     ,15104000,15,Materials
4065,TN1,US 10YR NOTE FUT CBT,99999999,99,N/A
4066,TN5,US 5YR NOTE FUT CBT ,99999999,99,N/A
4067,TNA,TARTANA RESOURCE LTD,99999999,99,N/A
4068,TNB,TORRENS 2013-1 TRUST,00000000,00,
4069,TND,TOP END MINERALS LTD,15104000,15,Materials
4070,TNE,TECHNOLOGY ONE      ,45100000,45,Information Technology
4071,TNF,TORRENS 2013-2 TRUST,00000000,00,
4072,TNG,TNG LIMITED         ,15104000,15,Materials
4073,TNH,TORRENS SERIES 2014 ,00000000,00,
4074,TNJ,TORREN SERIES 2015-1,00000000,00,
4075,TNK,THINK CHILDCARE     ,25300000,25,Consumer Discretionary
4076,TNO,TANDO RESOURCES     ,15104000,15,Materials
4077,TNP,TRIPLE ENERGY LTD   ,10100000,10,Energy
4078,TNR,TORIAN RESOURCES LTD,15104000,15,Materials
4079,TNT,TESSERENT LIMITED   ,45100000,45,Information Technology
4080,TNY,TINYBEANS GROUP LTD ,50200000,50,Communication Services
4081,TOA,TORRENS 2010-3 TRUST,00000000,00,
4082,TOE,TORO ENERGY LIMITED ,10100000,10,Energy
4083,TOF,360 CAPITAL OFFICE F,60100000,60,Real Estate
4084,TOL,TOLL HOLDINGS LTD   ,20300000,20,Industrials
